🔍 Starting detailed monitoring of NimbleEdgeAssistant...
An error was encountered processing the command (domain=NSPOSIXErrorDomain, code=2):
The operation couldn’t be completed. No such file or directory
No such file or directory
📱 App Process ID: 
⏰ Started at: Fri Aug  1 14:19:09 IST 2025
2025-08-01 14:24:46.671946+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x60000350c4d0>; keyboard = <UIKeyboardAutomatic: 0x103917a10; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x600000289280>>%; assistant = <TUISystemInputAssistantView: 0x10370e210; frame = (0 0; 402 72); >; usesKeyClicks = NO;  (not visible)> windowScene: <_UIKeyboardWindowScene: 0x103b67e90; role: _UIScreenBasedSceneSession; persistentIdentifier: 3F417DB9-685C-4DD9-A865-400EA398641C; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:24:46.672012+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x60000350c4d0>; keyboard = <UIKeyboardAutomatic: 0x103917a10; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x600000289280>>%; assistant = <TUISystemInputAssistantView: 0x10370e210; frame = (0 0; 402 72); >; usesKeyClicks = NO;  (not visible)> windowScene: <_UIKeyboardWindowScene: 0x103b67e90; role: _UIScreenBasedSceneSession; persistentIdentifier: 3F417DB9-685C-4DD9-A865-400EA398641C; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:24:46.678363+0530  localhost NimbleEdgeAssistant[68493]: (UIKitCore) [com.apple.UIKit:KeyboardArbiterClientLog] -[_UIRemoteKeyboardPlaceholderView refreshPlaceholder]  refreshPlaceholder: size={402, 0} [previous size={402, 75}]
2025-08-01 14:48:44.899454+0530  localhost NimbleEdgeAssistant[77268]: (libRPAC.dylib) [ {"framework": "Photos", "swizzle":[ {"class":"PHAsset", "methods": { "prefixes":["fetch","enumerate"] }, "duplicate detection type":"AllFrames", "antipattern type":["XPC on main thread"], "performance issue type":["hang"] }, {"class":"PHFetchResult", "methods": { "prefixes":["fetch","enumerate"] }, "duplicate detection type":"AllFrames", "antipattern type":["XPC on main thread"], "performance issue type":["hang"] } ] }, {"framework": "CoreLocation", "swizzle":[ {"class":"CLLocationManager", "instance methods": { "names":["authorizationStatus", "monitoredRegions", "accuracyAuthorization"] }, "class methods": { "names":["locationServicesEnabled"] }, "duplicate detection type":"AllFrames", "antipattern type":["XPC on main thread", "XPC on main thread"], "performance issue type":["hang", "launch"] } ] }, {"framework":"CoreImage", "swizzle":[ {"class":"CIContext", "instance methods": { "names":["createCGImage:fromRect:", "initWithOptions:"] }, "duplicate detection type":"NonSystemFramesOnlyFrameworkSupplemented", "antipattern type":["IO on main thread", "IO on main thread"], "performance issue type":["hang", "launch"] } ] }, {"framework":"HealthKit", "swizzle":[ {"class":"HKHealthStore", "instance methods": { "names":["authorizationStatusForType:"] }, "duplicate detection type":"AllFrames", "antipattern type":["XPC on main thread", "XPC on main thread"], "performance issue type":["hang", "launch"] } ] }, {"framework":"CoreData", "swizzle":[ {"class":"NSManagedObjectContext", "instance methods": { "names":["performBlockAndWait:", "executeFetchRequest:error:", "mergeChangesFromContextDidSaveNotification:","save:", "countForFetchRequest:error:"] }, "duplicate detection type":"NonSystemFramesOnlyFrameworkSupplemented", "antipattern type":["Database access on main thread", "Database access on main thread"], "performance issue type":["hang", "launch"] } ] }, {"framework":"CoreML", "swizzle":[ {"class":"MLModel", "class methods": { "names":["modelWithContentsOfURL:error:"] }, "duplicate detection type":"AllFrames", "antipattern type":["IO on main thread", "IO on main thread"], "performance issue type":["hang", "launch"] } ] }, {"framework":"Foundation", "swizzle":[ {"class":"NSOperation", "instance methods": { "names":["waitUntilFinished", "waitUntilFinishedOrTimeout:"] }, "duplicate detection type":"AllFrames", "antipattern type":["waiting for operation completion on main thread", "waiting for operation completion on main thread"], "performance issue type":["hang", "launch"] }, {"class":"NSThread", "class methods": { "names":["sleepForTimeInterval:"] }, "duplicate detection type":"AllFrames", "antipattern type":["Sleep", "Sleep"], "performance issue type":["hang", "launch"] }, {"class":"NSBundle", "instance methods": { "names":["bundlePath", "bundleIdentifier", "loadAndReturnError:"] }, "class methods": { "names":["bundleWithIdentifier:", "allFrameworks", "allBundles", "pathForResource:ofType:inDirectory:"] }, "duplicate detection type":"NonSystemFramesOnlyFrameworkSupplemented", "antipattern type":["IO on main thread", "IO on main thread"], "performance issue type":["hang", "launch"] }, {"class":"NSKeyedArchiver", "class methods": { "names":["archivedDataWithRootObject:", "archivedDataWithRootObject:requiringSecureCoding:error:", "archiveRootObject:toFile:"] }, "duplicate detection type":"NonSystemFramesOnlyFrameworkSupplemented", "antipattern type":["IO on main thread", "IO on main thread"], "performance issue type":["hang", "launch"] }, {"class":"NSKeyedUnarchiver", "class methods": { "names":["unarchiveTopLevelObjectWithData:error:", "decodeObjectForKey:", "unarchiveObjectWithData:"] }, "duplicate detection type":"NonSystemFramesOnlyFrameworkSupplemented", "antipattern type":["IO on main thread", "IO on main thread"], "performance issue type":["hang", "launch"] }, {"class":"NSFileManager", "methods": { "prefixes":["remove", "create", "move", "copy"] }, "duplicate detection type":"NonSystemFramesOnlyFrameworkSupplemented", "antipattern type":["IO on main thread", "Excessive IO on any thread", "IO on main thread"], "performance issue type":["hang", "disk write", "launch"] }, {"class":"NSFileManager", "instance methods": { "names":["synchronouslyGetFileProviderServicesForItemAtURL:completionHandler:"] }, "duplicate detection type":"NonSystemFramesOnlyFrameworkSupplemented", "antipattern type":["IO on main thread", "IO on main thread"], "performance issue type":["hang", "launch"] }, {"class":"NSData", "methods": { "prefixes":["initWithContents", "dataWithContents"] }, "instance methods": { "names":["enumerateByteRangesUsingBlock:"] }, "duplicate detection type":"NonSystemFramesOnlyFrameworkSupplemented", "antipattern type":["IO on main thread", "IO on main thread"], "performance issue type":["hang", "launch"] } ] }, {"framework":"AVFCore", "swizzle":[ {"class":"AVAsset", "class methods": { "names":["assetWithURL:"] }, "duplicate detection type":"NonSystemFramesOnly", "antipattern type":["IO on main thread", "IO on main thread"], "performance issue type":["hang", "launch"] }, {"class":"AVAsset", "instance methods": { "names":["mediaSelectionGroupForMediaCharacteristic:"] }, "duplicate detection type":"AllFrames", "antipattern type":["Conditional waiting on main thread", "Conditional waiting on main thread"], "performance issue type":["hang", "launch"] }, {"class":"AVAsset", "instance methods": { "names":["tracksWithMediaType:"] }, "duplicate detection type":"AllFrames", "antipattern type":["XPC on main thread", "XPC on main thread"], "performance issue type":["hang", "launch"] }, {"class":"AVURLAsset", "instance methods": { "names":["tracks"] }, "duplicate detection type":"AllFrames", "antipattern type":["XPC on main thread", "XPC on main thread"], "performance issue type":["hang", "launch"] } ] }, {"framework":"AVFAudio", "swizzle":[ {"class":"AVAudioSession", "instance methods": { "names":["setActive:withOptions:error:", "category", "setCategory:mode:options:error:", "setCategory:mode:routeSharingPolicy:options:error:", "setCategory:withOptions:error:", "setCategory:error:", "currentRoute", "outputVolume", "setAllowHapticsAndSystemSoundsDuringRecording:error:", "isPiPAvailable"] }, "duplicate detection type":"AllFrames", "antipattern type":["XPC on main thread", "XPC on main thread"], "performance issue type":["hang", "launch"] } ] }, {"framework":"StoreKit", "swizzle":[ {"class":"SKPaymentQueue", "class methods": { "names":["canMakePayments"] }, "duplicate detection type":"AllFrames", "antipattern type":["Semaphore on main thread", "Semaphore on main thread"], "performance issue type":["hang", "launch"] }, {"class":"SKPaymentQueue", "instance methods": { "names":["storefront"] }, "duplicate detection type":"AllFrames", "antipattern type":["XPC on main thread", "XPC on main thread"], "performance issue type":["hang", "launch"] } ] }, {"framework":"CoreTelephony", "swizzle":[ {"class":"CTCellularPlanProvisioning", "instance methods": { "names":["supportsCellularPlan"] }, "duplicate detection type":"AllFrames", "antipattern type":["Semaphore on main thread", "Semaphore on main thread"], "performance issue type":["hang", "launch"] } ] }, {"framework":"Vision", "swizzle":[ {"class":"VNImageRequestHandler", "methods": { "prefixes":["performRequest"] }, "duplicate detection type":"AllFrames", "antipattern type":["Computer vision tasks on main thread", "Computer vision tasks on main thread"], "performance issue type":["hang", "launch"] } ] } ]
2025-08-01 14:48:44.903490+0530  localhost NimbleEdgeAssistant[77268]: (libxpc.dylib) [com.apple.xpc:connection] [0x600003d08000] activating connection: mach=true listener=false peer=false name=com.apple.cfprefsd.daemon
2025-08-01 14:48:44.920370+0530  localhost NimbleEdgeAssistant[77268]: (libxpc.dylib) [com.apple.xpc:connection] [0x600003d0c000] activating connection: mach=true listener=false peer=false name=com.apple.gputools.service.simulator
2025-08-01 14:48:44.921821+0530  localhost NimbleEdgeAssistant[77268]: (libxpc.dylib) [com.apple.xpc:connection] [0x600003d0c000] invalidated after the last release of the connection object
2025-08-01 14:48:44.921926+0530  localhost NimbleEdgeAssistant[77268]: (libxpc.dylib) [com.apple.xpc:connection] [0x600003d10000] activating connection: mach=true listener=false peer=false name=com.apple.gputools.service
2025-08-01 14:48:44.922266+0530  localhost NimbleEdgeAssistant[77268]: (libsystem_trace.dylib) Created Activity ID: 0x6a7910, Description: Activity for state dumps
2025-08-01 14:48:44.922254+0530  localhost NimbleEdgeAssistant[77268]: (libRPAC.dylib) [com.apple.runtime-issues:Slow Launch Risk] __delegate_identifier__:Performance Diagnostics__:::____message__:{"message":"Performing I/O on the main thread can cause slow launches.","antipattern trigger":"dlopen","message type":"suppressable","issue type":4,"category type":17,"subcategory type":3,"show in console":"0"}'B6 21 20 60 84 8F 37 C1 A1 3B 9B BA 46 93 C6 36 F4 18 00 00 B6 21 20 60 84 8F 37 C1 A1 3B 9B BA 46 93 C6 36 B8 10 00 00 B6 21 20 60 84 8F 37 C1 A1 3B 9B BA 46 93 C6 36 B0 0C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00'
2025-08-01 14:48:44.923817+0530  localhost NimbleEdgeAssistant[77268]: (RunningBoardServices) [com.apple.runningboard:connection] Initializing connection
2025-08-01 14:48:44.923869+0530  localhost NimbleEdgeAssistant[77268]: (RunningBoardServices) [com.apple.runningboard:process] Removing all cached process handles
2025-08-01 14:48:44.923897+0530  localhost NimbleEdgeAssistant[77268]: (RunningBoardServices) [com.apple.runningboard:connection] Sending handshake request attempt #1 to server
2025-08-01 14:48:44.923921+0530  localhost NimbleEdgeAssistant[77268]: (RunningBoardServices) [com.apple.runningboard:connection] Creating connection to com.apple.runningboard
2025-08-01 14:48:44.923936+0530  localhost NimbleEdgeAssistant[77268]: (libxpc.dylib) [com.apple.xpc:connection] [0x600003d0c000] activating connection: mach=true listener=false peer=false name=com.apple.runningboard
2025-08-01 14:48:44.924074+0530  localhost NimbleEdgeAssistant[77268]: (libxpc.dylib) [com.apple.xpc:connection] [0x105905b60] activating connection: mach=false listener=false peer=false name=(anonymous)
2025-08-01 14:48:44.924612+0530  localhost NimbleEdgeAssistant[77268]: (RunningBoardServices) [com.apple.runningboard:connection] Handshake succeeded
2025-08-01 14:48:44.935577+0530  localhost NimbleEdgeAssistant[77268]: (RunningBoardServices) Created Activity ID: 0x6a7911, Description: didChangeInheritances
2025-08-01 14:48:44.935586+0530  localhost NimbleEdgeAssistant[77268]: (RunningBoardServices) [com.apple.runningboard:connection] Identity resolved as app<ai.delite.NimbleEdgeAssistant((null))>
2025-08-01 14:48:44.936351+0530  localhost NimbleEdgeAssistant[77268]: (libMobileGestalt.dylib) No persisted cache on this platform.
2025-08-01 14:48:44.939240+0530  localhost NimbleEdgeAssistant[77268]: (UIKitCore) [com.apple.UIKit:UIScreen] Evaluated capturing state as 0 on <UIScreen: 0x105a048a0> for initial
2025-08-01 14:48:44.939391+0530  localhost NimbleEdgeAssistant[77268]: (UIKitCore) [com.apple.UIKit:UIScreen] Evaluated capturing state as 0 on <UIScreen: 0x105a048a0> for CADisplay KVO
2025-08-01 14:48:44.940231+0530  localhost NimbleEdgeAssistant[77268]: (libAccessibility.dylib) [com.apple.Accessibility:AXSupportCommon] Read CategoryName: per-app = 1, category name = (null)
2025-08-01 14:48:44.940436+0530  localhost NimbleEdgeAssistant[77268]: (libAccessibility.dylib) [com.apple.Accessibility:AXSupportCommon] Read CategoryName: per-app = 0, category name = (null)
2025-08-01 14:48:44.943314+0530  localhost NimbleEdgeAssistant[77268]: (libxpc.dylib) [com.apple.xpc:connection] [0x105a057d0] activating connection: mach=true listener=false peer=false name=com.apple.fontservicesd
2025-08-01 14:48:44.945609+0530  localhost NimbleEdgeAssistant[77268]: (libxpc.dylib) [com.apple.xpc:connection] [0x1058072f0] activating connection: mach=true listener=false peer=false name=com.apple.metrickit.xpc
2025-08-01 14:48:44.945672+0530  localhost NimbleEdgeAssistant[77268]: (libxpc.dylib) [com.apple.xpc:connection] [0x1058072f0] failed to do a bootstrap look-up: xpc_error=[3: No such process]
2025-08-01 14:48:44.945687+0530  localhost NimbleEdgeAssistant[77268]: (libxpc.dylib) [com.apple.xpc:connection] [0x1058072f0] invalidated after a failed init
2025-08-01 14:48:44.946015+0530  localhost NimbleEdgeAssistant[77268]: (libxpc.dylib) [com.apple.xpc:connection] [0x106904080] activating connection: mach=true listener=false peer=false name=com.apple.metrickit.xpc
2025-08-01 14:48:44.946150+0530  localhost NimbleEdgeAssistant[77268]: (libxpc.dylib) [com.apple.xpc:connection] [0x106904080] failed to do a bootstrap look-up: xpc_error=[3: No such process]
2025-08-01 14:48:44.946191+0530  localhost NimbleEdgeAssistant[77268]: (libxpc.dylib) [com.apple.xpc:connection] [0x106904080] invalidated after a failed init
2025-08-01 14:48:44.954231+0530  localhost NimbleEdgeAssistant[77268]: (CoreFoundation) Created Activity ID: 0x6a7912, Description: Loading Preferences From User Session CFPrefsD
2025-08-01 14:48:44.954592+0530  localhost NimbleEdgeAssistant[77268]: (UIKitCore) [com.apple.UIKit:Application] Deactivation reason added: 10; deactivation reasons: 0 -> 1024; animating application lifecycle event: 0
2025-08-01 14:48:44.954698+0530  localhost NimbleEdgeAssistant[77268]: (UIKitCore) [com.apple.UIKit:BackgroundTask] Creating new assertion because there is no existing background assertion.
2025-08-01 14:48:44.954726+0530  localhost NimbleEdgeAssistant[77268]: (UIKitCore) [com.apple.UIKit:BackgroundTask] Creating new background assertion
2025-08-01 14:48:44.954711+0530  localhost NimbleEdgeAssistant[77268]: (BoardServices) [com.apple.BoardServices:Injection] activating monitor for service com.apple.frontboard.open
2025-08-01 14:48:44.954789+0530  localhost NimbleEdgeAssistant[77268]: (UIKitCore) [com.apple.UIKit:BackgroundTask] Created new background assertion <BKSProcessAssertion: 0x6000021070c0>
2025-08-01 14:48:44.954988+0530  localhost NimbleEdgeAssistant[77268]: (BoardServices) [com.apple.BoardServices:Injection] activating monitor for service com.apple.frontboard.workspace-service
2025-08-01 14:48:44.955060+0530  localhost NimbleEdgeAssistant[77268]: (FrontBoardServices) [com.apple.FrontBoard:Common] FBSWorkspace registering source: com.apple.frontboard.systemappservices
2025-08-01 14:48:44.955154+0530  localhost NimbleEdgeAssistant[77268]: (UIKitCore) [com.apple.UIKit:BackgroundTask] Incrementing reference count for background assertion <BKSProcessAssertion: 0x6000021070c0>
2025-08-01 14:48:44.955203+0530  localhost NimbleEdgeAssistant[77268]: (UIKitCore) [com.apple.UIKit:BackgroundTask] Created background task <_UIBackgroundTaskInfo: 0x600001709840>: taskID = 1, taskName = Launch Background Task for Coalescing, creationTime = 99559 (elapsed = 0).
2025-08-01 14:48:44.955272+0530  localhost NimbleEdgeAssistant[77268]: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UIApplicationSceneKeyboardSettings on FBSSceneSettings
2025-08-01 14:48:44.955408+0530  localhost NimbleEdgeAssistant[77268]: (FrontBoardServices) [com.apple.FrontBoard:Common] FBSWorkspace connected to endpoint : <BSServiceConnectionEndpoint: 0x600001700340; target: com.apple.frontboard.systemappservices; service: com.apple.frontboard.workspace-service>
2025-08-01 14:48:44.955678+0530  localhost NimbleEdgeAssistant[77268]: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneOcclusionSettings> on FBSSceneSettings
2025-08-01 14:48:44.955698+0530  localhost NimbleEdgeAssistant[77268]: (FrontBoardServices) [com.apple.FrontBoard:Common] <FBSWorkspaceScenesClient:0x600002c03280 com.apple.frontboard.systemappservices> attempting immediate handshake from activate
2025-08-01 14:48:44.955933+0530  localhost NimbleEdgeAssistant[77268]: (FrontBoardServices) [com.apple.FrontBoard:Common] <FBSWorkspaceScenesClient:0x600002c03280 com.apple.frontboard.systemappservices> sent handshake
2025-08-01 14:48:44.955952+0530  localhost NimbleEdgeAssistant[77268]: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneInterfaceProtectionSceneSettings> on FBSSceneSettings
2025-08-01 14:48:44.956147+0530  localhost NimbleEdgeAssistant[77268]: (RunningBoardServices) [com.apple.runningboard:general] Added observer for process assertions expiration warning: <_RBSExpirationWarningClient: 0x600000232c80>
2025-08-01 14:48:44.956293+0530  localhost NimbleEdgeAssistant[77268]: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UIHomeAffordanceHostSceneSettings> on FBSSceneSettings
2025-08-01 14:48:44.956494+0530  localhost NimbleEdgeAssistant[77268]: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UISystemShellSceneHostingEnvironmentSettings on FBSSceneSettings
2025-08-01 14:48:44.956627+0530  localhost NimbleEdgeAssistant[77268]: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UISceneRenderingEnvironmentSettings on FBSSceneSettings
2025-08-01 14:48:44.956838+0530  localhost NimbleEdgeAssistant[77268]: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneTransitioningHostSettings> on FBSSceneSettings
2025-08-01 14:48:44.957068+0530  localhost NimbleEdgeAssistant[77268]: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneHostingContentSizePreferenceClientSettings> on FBSSceneClientSettings
2025-08-01 14:48:44.957248+0530  localhost NimbleEdgeAssistant[77268]: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension _UISceneHostingTraitCollectionPropagationSettings on FBSSceneSettings
2025-08-01 14:48:44.957473+0530  localhost NimbleEdgeAssistant[77268]: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneHostingSheetPresentationSettings> on FBSSceneSettings
2025-08-01 14:48:44.957675+0530  localhost NimbleEdgeAssistant[77268]: (FrontBoardServices) [com.apple.FrontBoard:SceneExtension] Realizing settings extension <_UISceneHostingSheetPresentationClientSettings> on FBSSceneClientSettings
